scenario,pi1,rep,scheme,d1,r1,ok,n_with_fail_b,n_cross_c,a0,a1,lam,q,log_xi,se,lo,hi,log_xi_true,se_finite
S3-severe,0.5,489,c,0,15,1,0,0,-2.0045721870497424,1.776897734674113,0.5253229827135318,0.4585882710771678,11.693022941690275,0.49348384547640795,10.725812377604186,12.660233505776365,11.692740998710772,1.0
S3-severe,0.5,490,a,0,15,1,0,1,-1.964467046011852,1.559448903320259,0.6254753121071942,0.4407947306379502,12.07859332966152,,,,11.692740998710772,
S3-severe,0.5,490,b,0,15,1,0,1,-0.4101681845780039,-1.9999999999325433,8103.083924168245,0.2250479808563771,16.92812723870425,,,,11.692740998710772,0.0
S3-severe,0.5,490,c,0,15,1,0,1,-1.6190379597708051,1.663727783665117,1.0059138968320005,0.4207371508732296,11.822172897615344,0.4187834819397764,11.001372355693102,12.642973439537586,11.692740998710772,1.0
S3-severe,0.5,491,a,0,15,1,0,0,-2.012164145190509,1.6555117326835085,0.6367223604783008,0.4424169015780727,12.147275966503912,,,,11.692740998710772,
S3-severe,0.5,491,b,0,15,1,0,0,-2.1368207543372817,1.2266678256602654,0.6000385588938977,0.4635104643514225,11.87107748621898,,,,11.692740998710772,0.0
S3-severe,0.5,491,c,0,15,1,0,0,-1.8972308897423849,1.9228205924991573,0.8111172264497016,0.4341680718979554,12.11389296382935,0.3621476172461981,11.404096676939806,12.823689250718894,11.692740998710772,1.0
S3-severe,0.5,496,a,0,15,1,0,0,-1.9687906098958932,1.6239987578138586,0.6398924164891241,0.4412977421311809,12.076088758209323,,,,11.692740998710772,
S3-severe,0.5,496,b,0,15,1,0,0,-2.295032005891393,1.2862730449109765,0.5717300839808334,0.4839968356974644,11.704728987472748,43579.56646663761,-85402.6760074917,85426.08546546665,11.692740998710772,1.0
S3-severe,0.5,496,c,0,15,1,0,0,-1.7246251221476308,1.8382922889070965,1.0950223234730423,0.4191132599509997,12.13507639353294,0.5985687283657452,10.96190324366414,13.308249543401738,11.692740998710772,1.0
S3-severe,0.5,497,a,0,15,1,0,0,-1.8482472321776204,1.544608937193952,0.6500711306696203,0.4090604428440054,12.72119722141071,,,,11.692740998710772,
S3-severe,0.5,497,b,0,15,1,0,0,-2.092880570328431,1.2011518248604027,0.6332192105336112,0.46321704164235,11.78241680040569,30651.56745802119,-60064.185870621055,60087.75070422187,11.692740998710772,1.0
S3-severe,0.5,497,c,0,15,1,0,0,-1.7941789412391,1.9205671239476516,0.8975194617847809,0.4267701165976001,12.077500106521084,0.33757282212150447,11.41586953300339,12.739130680038778,11.692740998710772,1.0
S3-severe,0.5,498,a,0,15,1,0,0,-2.0426866778582857,1.6601649275067545,0.6271127098155985,0.4318094804054826,12.518416326267667,,,,11.692740998710772,
S3-severe,0.5,498,b,0,15,1,0,0,-2.2323386926117985,1.2639409750555022,0.6207577912073986,0.4803813703879923,11.660900091197906,27805.85359707008,-54486.81070955967,54510.13250974207,11.692740998710772,1.0
S3-severe,0.5,498,c,0,15,1,0,0,-1.7859367054054782,1.5243799730986716,0.6247499662181644,0.45139891073813,11.381317341268884,0.48121277973837756,10.438157624081258,12.32447705845651,11.692740998710772,1.0
S3-severe,0.5,499,a,0,15,1,0,0,-2.066340471449198,1.792264307072617,0.6380715758913835,0.4210170091618584,12.89839297756808,,,,11.692740998710772,
S3-severe,0.5,499,b,0,15,1,0,0,-2.295086997967772,1.1842502538699695,0.5741792306571459,0.4912607954877447,11.531909541158068,,,,11.692740998710772,0.0
S3-severe,0.5,499,c,0,15,1,0,0,-1.7991880134215394,1.9111855367076849,1.0905814539392509,0.4218954463147314,12.238392561810306,0.3765080989969086,11.500450247888724,12.976334875731888,11.692740998710772,1.0
S3-severe,0.5,492,a,0,15,1,0,0,-2.0824279712191576,1.7207372884934706,0.6192484716194364,0.4475913748833381,12.168625210407347,,,,11.692740998710772,
S3-severe,0.5,492,b,0,15,1,0,0,-1.596696588242176,0.6049073114464697,0.5419655629787562,0.4327578598911056,11.400196798050672,,,,11.692740998710772,0.0
S3-severe,0.5,492,c,0,15,1,0,0,-2.001004244424034,1.6301742430608068,0.4987767642289399,0.4682089068470496,11.442357507092357,0.3978973828070272,10.662492967247836,12.222222046936878,11.692740998710772,1.0
S3-severe,0.5,493,a,0,15,1,0,0,-1.900436764714416,1.5479066463991815,0.641012359422962,0.4117771472317999,12.76891286535743,,,,11.692740998710772,
S3-severe,0.5,493,b,0,15,1,0,0,-2.250347463739777,1.35621928172106,0.6463940899141739,0.47247564680192,11.896662146556032,9547.369322071865,-18700.603356216892,18724.396680510003,11.692740998710772,1.0
S3-severe,0.5,493,c,0,15,1,0,0,-1.9644395576897768,1.7292418737809283,0.5107141161056516,0.4575407722129666,11.626783234814594,,,,11.692740998710772,0.0
S3-severe,0.5,494,a,0,15,1,0,2,-1.964761544369444,1.6544488558789765,0.6204000121853902,0.4306202926289432,12.364298273121042,,,,11.692740998710772,
S3-severe,0.5,494,b,0,15,1,0,2,-4.579761159143126,-1.999999482936365,7916.728805919085,0.859247045061297,9.288285148212625,,,,11.692740998710772,0.0
S3-severe,0.5,494,c,0,15,1,0,2,-1.8869323242243443,1.6871669071630508,0.6213751844876428,0.4510743031573016,11.62370368446387,,,,11.692740998710772,0.0
S3-severe,0.5,495,a,0,15,1,0,1,-2.186733465153711,1.8493477794665056,0.6354216552357752,0.468694573008922,11.852013787062669,,,,11.692740998710772,
S3-severe,0.5,495,b,0,15,1,0,1,-2.186324859791492,1.2806546914309995,0.6106122308242826,0.4658994816208457,11.92078899020706,,,,11.692740998710772,0.0
S3-severe,0.5,495,c,0,15,1,0,1,-1.845686236862464,1.635384636290322,0.6418209140297054,0.452575755510728,11.491483591847986,0.2875964812241873,10.92780484656813,12.055162337127843,11.692740998710772,1.0
S3-severe,0.5,484,a,0,15,1,0,0,-1.8991473556067175,1.636691730017306,0.6176335128963117,0.4207473400178526,12.49153628375581,,,,11.692740998710772,
S3-severe,0.5,484,b,0,15,1,0,0,-7.194497764392317,-1.998040191133072,8102.742590658617,1.004751554633618,10.545585270178565,0.0037155385399460137,10.5383029484571,10.55286759190003,11.692740998710772,1.0
S3-severe,0.5,484,c,0,15,1,0,0,-2.2179899701918915,1.78906157298547,0.3009425662253571,0.4859309365407773,11.468244868081388,0.44614525461930526,10.593816237154098,12.34267349900868,11.692740998710772,1.0
S3-severe,0.5,485,a,0,15,1,1,0,-1.9180284257708928,1.5717230468423478,0.633188301087965,0.4389794782768687,12.018865984546231,,,,11.692740998710772,
S3-severe,0.5,485,b,0,15,1,1,0,-3.8644692081485017,7.533993566290286,8103.083927448112,0.1715521085905573,42.35221666709514,1.911561080152839,38.605625795747095,46.09880753844319,11.692740998710772,1.0
S3-severe,0.5,485,c,0,15,1,1,0,-1.8940613055205335,1.5254266721009422,0.4762836664200773,0.4675096992906375,11.217421610082024,0.3162973641767663,10.597490167890612,11.837353052273436,11.692740998710772,1.0
S3-severe,0.5,486,a,0,15,1,0,0,-1.8491417910406935,1.35609899442994,0.6263825398772329,0.4329556218694401,12.01928883036718,,,,11.692740998710772,
S3-severe,0.5,486,b,0,15,1,0,0,-2.199376139284717,1.2759039390410951,0.5755243737152592,0.4686089244870421,11.878518687019657,33133.355284720514,-64928.30452633505,64952.061563709096,11.692740998710772,1.0
S3-severe,0.5,486,c,0,15,1,0,0,-1.950196972762684,1.5679913585883225,0.4176946855621968,0.4728967211904872,11.20731504237203,0.3705478083815777,10.48105468339389,11.933575401350172,11.692740998710772,1.0
S3-severe,0.5,487,a,0,15,1,0,0,-1.9219929324115417,1.6550916400837583,0.6168913705673543,0.4275060879589858,12.349780717856774,,,,11.692740998710772,
S3-severe,0.5,487,b,0,15,1,0,0,-2.171207479441242,1.272268828364976,0.6187980363985041,0.467580493204259,11.844990184392234,,,,11.692740998710772,0.0
S3-severe,0.5,487,c,0,15,1,0,0,-1.7983430158519804,1.787414238448534,1.0733034025572286,0.4266051083580873,12.100531186616656,0.928475912108444,10.28075183837113,13.920310534862184,11.692740998710772,1.0
S3-severe,0.5,500,a,0,15,1,1,0,-1.9294715392583928,1.511084125799638,0.622171132629925,0.4347398424059192,12.162661722946783,,,,11.692740998710772,
S3-severe,0.5,500,b,0,15,1,1,0,-8.877291707750377,11.999999999999217,175.7791019635499,0.360656423267048,34.044830023908624,1.2099023465014465,31.673464999955286,36.41619504786196,11.692740998710772,1.0
S3-severe,0.5,500,c,0,15,1,1,0,-1.607309871846818,1.6393018576831042,1.1270193369291943,0.4221999073233431,11.75826199611986,0.4091222056863384,10.956397207699048,12.560126784540671,11.692740998710772,1.0
S3-severe,0.5,501,a,0,15,1,0,0,-2.130438194150721,1.7672574810269102,0.6229964856160993,0.4454861708141828,12.338037400214692,,,,11.692740998710772,
S3-severe,0.5,501,b,0,15,1,0,0,-2.426714058844449,1.4260719115355718,0.6194472108602253,0.4916004127798956,11.801564551707909,,,,11.692740998710772,0.0
S3-severe,0.5,501,c,0,15,1,0,0,-1.8379396627415632,1.8315086476068776,0.8108036031274161,0.4357565228344936,11.92819012500773,0.35782360616534836,11.226868744105403,12.629511505910056,11.692740998710772,1.0
S3-severe,0.5,502,a,0,15,1,0,0,-1.927236672127848,1.6452867315386122,0.6123788533476872,0.4256511708459694,12.416079242705472,,,,11.692740998710772,
S3-severe,0.5,502,b,0,15,1,0,0,-2.240444043444675,1.2757796977347202,0.5992856443631764,0.4744091793114012,11.824140076706458,,,,11.692740998710772,0.0
S3-severe,0.5,502,c,0,15,1,0,0,-2.0228103957285137,1.892520914252375,0.5521850470477578,0.4488512274525799,11.991408907441253,,,,11.692740998710772,0.0
S3-severe,0.5,503,a,0,15,1,0,0,-1.955873133116854,1.510752444153436,0.6075047509717187,0.4465053231589643,11.902689276873836,,,,11.692740998710772,
S3-severe,0.5,503,b,0,15,1,0,0,-2.177962624179562,1.1523332496332146,0.5974083413287162,0.4777841019498489,11.605392567969767,33640.1116099674,-65921.80179887587,65945.01258401181,11.692740998710772,1.0
S3-severe,0.5,503,c,0,15,1,0,0,-1.8641623419839857,1.7938903948122156,0.7157698715859889,0.4449919648302397,11.736142415375278,0.30644721147121035,11.135516917728976,12.33676791302158,11.692740998710772,1.0
S3-severe,0.5,512,a,0,15,1,0,0,-1.9746280693678575,1.5129407706075688,0.6235445716195855,0.4570689769411693,11.671536234339646,,,,11.692740998710772,
S3-severe,0.5,512,b,0,15,1,0,0,-1.596696588242176,0.6049073114464697,0.5419655629787562,0.4327578598911056,11.400196798050672,,,,11.692740998710772,0.0
S3-severe,0.5,512,c,0,15,1,0,0,-1.9727881987666995,1.4590312704204111,0.474341100103745,0.4766548962342096,11.175264678038056,0.3471139809806124,10.494933776785734,11.855595579290378,11.692740998710772,1.0
S3-severe,0.5,513,a,0,15,1,0,0,-1.954409793000186,1.5894749713402985,0.6222788147372762,0.430822339055593,12.333613714602748,,,,11.692740998710772,
S3-severe,0.5,513,b,0,15,1,0,0,-2.249532809283962,1.36053723233122,0.6038969415308635,0.4714687505595901,11.918037415648609,,,,11.692740998710772,0.0
S3-severe,0.5,513,c,0,15,1,0,0,-1.717572701609293,1.6798640144406234,0.746647553892699,0.432495968601135,11.723044256755442,0.5449573245393303,10.654947527547048,12.791140985963835,11.692740998710772,1.0
S3-severe,0.5,514,a,0,15,1,0,0,-2.0802509774007256,1.6916406319503,0.6358347245524733,0.4528525615059676,12.023342471669212,,,,11.692740998710772,
S3-severe,0.5,514,b,0,15,1,0,0,-2.198828684031275,1.261964593805248,0.5666470266835696,0.4707124012496663,11.823667165306944,,,,11.692740998710772,0.0
S3-severe,0.5,514,c,0,15,1,0,0,-2.1571553918526374,1.7421153137286458,0.3968497133832708,0.4779928388005511,11.538667182557866,0.3100412477754522,10.93099750319612,12.146336861919611,11.692740998710772,1.0
S3-severe,0.5,515,a,0,15,1,0,0,-1.9571727885787331,1.5554162078029017,0.6057942001060318,0.4330222254286786,12.276296198945218,,,,11.692740998710772,
S3-severe,0.5,515,b,0,15,1,0,0,-2.2447378807465346,1.2077607771419951,0.5855116238745927,0.4795354858117641,11.706198881294622,103199.6465051752,-202255.88416852697,202279.29656628956,11.692740998710772,1.0
S3-severe,0.5,515,c,0,15,1,0,0,-1.880975955640309,1.7733698974473031,0.6321782431158111,0.4446691958642133,11.77800768832994,1.3217029267577833,9.187517553623504,14.368497823036375,11.692740998710772,1.0
S3-severe,0.5,516,a,0,15,1,0,0,-1.910890276472049,1.5937659310052017,0.6318494584489368,0.4252272557593042,12.389944179314684,,,,11.692740998710772,
S3-severe,0.5,516,b,0,15,1,0,0,-2.2773998128627166,1.3336042859934278,0.6292555169599011,0.4779169470414248,11.818685581663772,,,,11.692740998710772,0.0
S3-severe,0.5,516,c,0,15,1,0,0,-1.6302614658288863,1.6223295594380804,1.0480501664957145,0.4266646005114245,11.687621265814316,0.3384436894102174,11.02428382377543,12.350958707853202,11.692740998710772,1.0
S3-severe,0.5,517,a,0,15,1,0,0,-2.0424699648308464,1.7575264525660694,0.655330152056316,0.443765226372058,12.182522473207213,,,,11.692740998710772,
S3-severe,0.5,517,b,0,15,1,0,0,-2.2851473901482677,1.356201697615424,0.6201764836597722,0.476116343968768,11.87968512739337,72217.84399503864,-141532.49358628056,141556.25295653532,11.692740998710772,1.0
S3-severe,0.5,517,c,0,15,1,0,0,-2.0172633984440065,1.7557743763911329,0.5594649567808634,0.4585052057594845,11.726918780883762,0.48174666673006844,10.782712664420607,12.671124897346917,11.692740998710772,1.0
S3-severe,0.5,518,a,0,15,1,0,1,-2.034553281002794,1.82100728331594,0.6334871916441646,0.4363883359899782,12.368156900764191,,,,11.692740998710772,
S3-severe,0.5,518,b,0,15,1,0,1,-2.1093873930216462,1.1830333669146262,0.6096103798997677,0.4659468043061117,11.7486214676471,32014.71354149326,-62735.93689522591,62759.4341381612,11.692740998710772,1.0
S3-severe,0.5,518,c,0,15,1,0,1,-1.3390126450953173,1.7487839689041789,1.9945340775483988,0.3800411637051045,12.358633686129762,0.5368611034668274,11.30640525863435,13.410862113625175,11.692740998710772,1.0
S3-severe,0.5,519,a,0,15,1,0,0,-1.9348323272409065,1.592309215553263,0.6203649433166263,0.4267934113892149,12.402071435616358,,,,11.692740998710772,
S3-severe,0.5,519,b,0,15,1,0,0,-2.387602610040931,1.4185820987747977,0.6362323135181384,0.4879581615875883,11.80809815624234,,,,11.692740998710772,0.0
S3-severe,0.5,519,c,0,15,1,0,0,-2.3350602126814906,1.8528936743150153,0.294277856006268,0.4951874825877663,11.499699256357658,0.3297522281841923,10.853396765294807,12.14600174742051,11.692740998710772,1.0
S3-severe,0.5,504,a,0,15,1,0,0,-1.999061122935477,1.6868262177691635,0.6588295192122156,0.4348682681941657,12.328359125806886,,,,11.692740998710772,
S3-severe,0.5,504,b,0,15,1,0,0,-2.2660207449706595,1.2460879526401698,0.5803282424949029,0.4821407622106226,11.688207948180162,,,,11.692740998710772,0.0
S3-severe,0.5,504,c,0,15,1,0,0,-2.0139175642211016,1.8785375643835984,0.5795274890084247,0.4523782237052803,11.879654330945696,0.3397407292372258,11.21377473755936,12.545533924332032,11.692740998710772,1.0
S3-severe,0.5,505,a,0,15,1,0,0,-1.8070961466763715,1.4286881379871796,0.6258168954732225,0.4142802774463691,12.45474159848804,,,,11.692740998710772,
S3-severe,0.5,505,b,0,15,1,0,0,-2.32115608330759,1.3958361286478822,0.6149458803581698,0.4753989441773134,11.975345013868704,,,,11.692740998710772,0.0
S3-severe,0.5,505,c,0,15,1,0,0,-1.6870135003927158,1.540333523954302,0.7886777057980795,0.4410624409370018,11.425719115231615,0.32013447132820755,10.798267081218558,12.053171149244672,11.692740998710772,1.0
S3-severe,0.5,506,a,0,15,1,0,0,-1.9107662184594023,1.6201879100932917,0.6339836068605497,0.4318328479152817,12.20028971935566,,,,11.692740998710772,
S3-severe,0.5,506,b,0,15,1,0,0,-5.364070834534042,-1.991304340600068,8033.395569876141,0.6551338405954831,13.379336329667751,,,,11.692740998710772,0.0
S3-severe,0.5,506,c,0,15,1,0,0,-1.9393173818595932,1.6483286422601269,0.5256306427112035,0.4579891062596303,11.559467377947064,,,,11.692740998710772,0.0
S3-severe,0.5,507,a,0,15,1,1,0,-2.1284778659205363,1.7111560229885452,0.6548449454394296,0.4489747288807114,12.239584525940552,,,,11.692740998710772,
S3-severe,0.5,507,b,0,15,1,1,0,-7.335184184366611,10.108285239017658,196.70345584897763,0.353192304887065,30.398087775998977,0.8316909438807653,28.768003479724555,32.0281720722734,11.692740998710772,1.0
S3-severe,0.5,507,c,0,15,1,1,0,-1.826352350260784,2.0349151079778647,1.051811972407679,0.4171623531432431,12.443167150824507,0.7370712852726344,10.998533977651496,13.887800323997519,11.692740998710772,1.0
S3-severe,0.5,508,a,0,15,1,0,0,-1.902830609331295,1.4174011315825323,0.643727011865981,0.4229346253280496,12.438179477235163,,,,11.692740998710772,
S3-severe,0.5,508,b,0,15,1,0,0,-2.1469588158540915,1.313007583033997,0.6732177812124408,0.4597355345825371,11.995677589130915,,,,11.692740998710772,0.0
S3-severe,0.5,508,c,0,15,1,0,0,-1.661983573838368,1.603856854081341,0.7904469745721334,0.4316142772488197,11.615107235057616,0.37122362424754635,10.887522301321995,12.342692168793237,11.692740998710772,1.0
S3-severe,0.5,509,a,0,15,1,0,1,-1.969392220429249,1.6862938971884969,0.6175834381881407,0.4376633480914082,12.176131261223023,,,,11.692740998710772,
S3-severe,0.5,509,b,0,15,1,0,1,-7.028870446947725,-0.7921746967009253,7974.219362985292,0.986059795314887,10.5775182771515,1.0115720895372884e-05,10.577498450702867,10.577538103600132,11.692740998710772,1.0
S3-severe,0.5,509,c,0,15,1,0,1,-1.7684749296505655,1.8899172535943405,0.831947891225623,0.4258734019261004,12.036240471484463,0.37698103555866636,11.297371218934863,12.775109724034063,11.692740998710772,1.0
S3-severe,0.5,510,a,0,15,1,1,0,-1.8934026424523824,1.4666121191948325,0.6010554722718532,0.4274845347777947,12.279193791208296,,,,11.692740998710772,
S3-severe,0.5,510,b,0,15,1,1,0,-4.078393670653901,5.526216058356711,912.7197193936312,0.3945726321706742,18.9558506801805,0.20093643388563823,18.562022506582736,19.349678853778265,11.692740998710772,1.0
S3-severe,0.5,510,c,0,15,1,1,0,-1.572169479447084,1.8168758162049137,1.3630004522418329,0.4056114540174533,12.158840834500166,0.5906279908841211,11.001231244106037,13.316450424894295,11.692740998710772,1.0
S3-severe,0.5,511,a,0,15,1,0,2,-2.058924109297698,1.6590269209268964,0.6315673202382587,0.4477946800688706,12.109474929640829,,,,11.692740998710772,
S3-severe,0.5,511,b,0,15,1,0,2,-1.596696588242176,0.6049073114464697,0.5419655629787562,0.4327578598911056,11.400196798050672,,,,11.692740998710772,0.0
S3-severe,0.5,511,c,0,15,1,0,2,-2.195259849615846,2.0502423778005405,0.4029007641426532,0.4654202543860123,11.936356368010506,,,,11.692740998710772,0.0
S3-severe,0.5,524,a,0,15,1,0,0,-2.0166030231529275,1.7585905588587645,0.6410968521633666,0.4295819510394069,12.521257063536352,,,,11.692740998710772,
S3-severe,0.5,524,b,0,15,1,0,0,-1.596696588242176,0.6049073114464697,0.5419655629787562,0.4327578598911056,11.400196798050672,,,,11.692740998710772,0.0
S3-severe,0.5,524,c,0,15,1,0,0,-1.80108860395611,1.669565696712573,0.6541438144562481,0.4453769179588215,11.573394208045771,0.5451096741740824,10.504998879040206,12.641789537051336,11.692740998710772,1.0
S3-severe,0.5,525,a,0,15,1,0,0,-2.0735641440538095,1.783500251485881,0.6317647854936242,0.4358753462662034,12.475470736406022,,,,11.692740998710772,
S3-severe,0.5,525,b,0,15,1,0,0,-8.089467754753297,-0.5086672638821399,8103.083927226359,1.1084378667682988,10.36653896766015,,,,11.692740998710772,0.0
S3-severe,0.5,525,c,0,15,1,0,0,-1.7064739510349551,1.698499387261156,0.9102203974861532,0.4309874702805498,11.747816442990455,0.33729203097631527,11.08673621000451,12.4088966759764,11.692740998710772,1.0
S3-severe,0.5,526,a,0,15,1,0,0,-2.1307797000405215,1.784108923476116,0.6539337220795522,0.4511935348991956,12.184618691422433,,,,11.692740998710772,
S3-severe,0.5,526,b,0,15,1,0,0,-2.3556828813531387,1.4378939702189653,0.609517599438002,0.478497732652977,11.97176276365188,,,,11.692740998710772,0.0
S3-severe,0.5,526,c,0,15,1,0,0,-1.8820375655876351,1.6804657894678223,0.6264426707115219,0.4544857964879832,11.525600618979665,0.43393284157145284,10.675107877790492,12.376093360168838,11.692740998710772,1.0
S3-severe,0.5,527,a,0,15,1,0,0,-2.007661579232631,1.635339241296346,0.6545904580409744,0.4476605013769807,11.995746391134686,,,,11.692740998710772,
S3-severe,0.5,527,b,0,15,1,0,0,-2.200179945146496,1.2269292860651864,0.6463380033890268,0.4763598977458852,11.69102799279501,56924.622810313165,-111558.51951374824,111581.90156973383,11.692740998710772,1.0
S3-severe,0.5,527,c,0,15,1,0,0,-1.8640584088018717,1.8609634123519725,0.7882018292679593,0.4338814557163504,12.041072053130687,0.8480496273170767,10.378925326486602,13.703218779774772,11.692740998710772,1.0
S3-severe,0.5,532,a,0,15,1,0,0,-1.9557245800862857,1.650410515687443,0.6289508499007195,0.4245140413562207,12.52064447267978,,,,11.692740998710772,
S3-severe,0.5,532,b,0,15,1,0,0,-6.892049075810409,-0.4426789848432159,8053.376770706879,0.9333990084402372,11.027699532407771,1.0283317014293627e-05,11.027679377476781,11.027719687338761,11.692740998710772,1.0
S3-severe,0.5,532,c,0,15,1,0,0,-1.927321393235078,2.1141144496206765,1.106607150926649,0.4178000796387178,12.676276592646264,,,,11.692740998710772,0.0
S3-severe,0.5,533,a,0,15,1,0,0,-1.9514415904268096,1.5904612710259096,0.6269428804829497,0.4298685006599098,12.3541507148498,,,,11.692740998710772,
S3-severe,0.5,533,b,0,15,1,0,0,-2.413577747310832,1.3540837536722836,0.5820626860252849,0.4917899816364703,11.767888121968143,31929.204658083734,-62568.32329673068,62591.85907297462,11.692740998710772,1.0
S3-severe,0.5,533,c,0,15,1,0,0,-2.0506726030201463,1.8448583877009996,0.4552019636616567,0.4599690385438856,11.755702166330549,,,,11.692740998710772,0.0
S3-severe,0.5,534,a,0,15,1,0,0,-1.805599272609939,1.183350271809236,0.6706274883051633,0.4208685710192518,12.25997014308794,,,,11.692740998710772,
S3-severe,0.5,534,b,0,15,1,0,0,-2.296459494464791,1.3666358298642072,0.6240375825640879,0.4797312322976494,11.814650844648812,,,,11.692740998710772,0.0
S3-severe,0.5,534,c,0,15,1,0,0,-1.7582164223076209,1.7456993960958245,0.919195305610486,0.4314665270159757,11.860375677189918,0.5170716190104305,10.846933926501658,12.873817427878178,11.692740998710772,1.0
S3-severe,0.5,535,a,0,15,1,0,0,-1.971288361357933,1.5974779566889108,0.6248755681179433,0.438568306400857,12.15606266838646,,,,11.692740998710772,
S3-severe,0.5,535,b,0,15,1,0,0,-2.2735989331983273,1.3152223674841048,0.6238392103719673,0.4806711655231431,11.742544530036955,,,,11.692740998710772,0.0
S3-severe,0.5,535,c,0,15,1,0,0,-2.0848209621385245,1.4850420250788607,0.2690931280851095,0.4905957249942215,11.068068300824232,,,,11.692740998710772,0.0
S3-severe,0.5,528,a,0,15,1,0,0,-1.933671952742172,1.6317981985461512,0.6012909132248144,0.4308866233091804,12.279880582260766,,,,11.692740998710772,
S3-severe,0.5,528,b,0,15,1,0,0,-2.2850954309479583,1.305003391403727,0.6207797426525666,0.4804772589200051,11.771781719549592,40813.841423037054,-79981.88747816207,80005.43104160117,11.692740998710772,1.0
S3-severe,0.5,528,c,0,15,1,0,0,-1.6415790665842018,1.9568119825949224,1.8370282127298991,0.3939412541759973,12.715966950627172,,,,11.692740998710772,0.0
S3-severe,0.5,529,a,0,15,1,3,0,-1.863764681789693,1.5140049834094529,0.6069209072247584,0.4135291279218984,12.619153749299455,,,,11.692740998710772,
S3-severe,0.5,529,b,0,15,1,3,0,-3.3586000537128005,6.988942362950009,7574.55392561012,0.162514432830313,41.59448366463847,,,,11.692740998710772,0.0
S3-severe,0.5,529,c,0,15,1,3,0,-1.8797983446814004,1.6430455139443358,0.4813103334936839,0.4619432128687192,11.320717735287372,0.34658366418612374,10.641426235852645,12.0000092347221,11.692740998710772,1.0
S3-severe,0.5,530,a,0,15,1,0,0,-1.9610231670289535,1.5807777613862868,0.6227483338764054,0.4451036496236215,11.953400736903369,,,,11.692740998710772,
S3-severe,0.5,530,b,0,15,1,0,0,-6.89196648945143,-0.1331743721508551,8103.083927351558,0.9409912942058606,10.938635982995024,,,,11.692740998710772,0.0
S3-severe,0.5,530,c,0,15,1,0,0,-2.0213234696403823,1.5442688881966475,0.3262504381491775,0.4813340907129689,11.152874489448251,0.38864872063358963,10.391136994368846,11.914611984527657,11.692740998710772,1.0
S3-severe,0.5,531,a,0,15,1,0,0,-2.1180889977720696,1.8398531304123404,0.6593473758098229,0.45581439725153,12.03260559042443,,,,11.692740998710772,
S3-severe,0.5,531,b,0,15,1,0,0,-2.2315108463403233,1.3503448521002477,0.6176964345665372,0.4669620468962924,11.9940069468389,42991.531570191866,-84249.85951084593,84273.84752473961,11.692740998710772,1.0
S3-severe,0.5,531,c,0,15,1,0,0,-1.8409127917734671,1.6008018578195458,0.731921481281895,0.4500210475891751,11.552166461713435,0.3187562298444223,10.927415731370596,12.176917192056274,11.692740998710772,1.0
S3-severe,0.5,520,a,0,15,1,1,1,-1.9242625215878943,1.5231823661031365,0.6215249529673873,0.425316666068677,12.419304519631943,,,,11.692740998710772,
S3-severe,0.5,520,b,0,15,1,1,1,-3.5295117312927236,6.356447246310104,8061.79324486379,0.2454583276480476,28.235475960647022,0.50138625054693,27.252776967231462,29.218174954062583,11.692740998710772,1.0
S3-severe,0.5,520,c,0,15,1,1,1,-1.8350692070689203,1.8495607839480652,0.8742571337154919,0.4308237350836139,12.061383764689277,,,,11.692740998710772,0.0
S3-severe,0.5,521,a,0,15,1,1,0,-1.968798188877949,1.596974714986753,0.5857246256136519,0.4395229230436359,12.120670011522654,,,,11.692740998710772,
S3-severe,0.5,521,b,0,15,1,1,0,-2.72912231461323,4.143229687485693,3839.4898186281785,0.3607615726199401,16.992034832506494,,,,11.692740998710772,0.0
S3-severe,0.5,521,c,0,15,1,1,0,-1.7931841162559303,1.8524429787202896,0.8595086341056167,0.4296056255913891,11.993282378802352,0.3202394142841278,11.36562466037526,12.620940097229443,11.692740998710772,1.0
S3-severe,0.5,522,a,0,15,1,0,0,-1.956368214736788,1.509431457181197,0.5735000187169013,0.4446390707945123,11.951020064942815,,,,11.692740998710772,
S3-severe,0.5,522,b,0,15,1,0,0,-2.2535032184061365,1.298633079733172,0.6051949066491611,0.4796234869733622,11.724013708494196,,,,11.692740998710772,0.0
S3-severe,0.5,522,c,0,15,1,0,0,-1.810232543017241,1.6359297320475925,0.7360302366997588,0.4483450563471486,11.524184511028167,0.30959308185551143,10.917393220728604,12.13097580132773,11.692740998710772,1.0
S3-severe,0.5,523,a,0,15,1,0,0,-1.8772683979853584,1.5086787216922732,0.6058149189722977,0.4246614473144288,12.321518864229976,,,,11.692740998710772,
S3-severe,0.5,523,b,0,15,1,0,0,-6.0375791648263295,-1.0485181719170678,8096.877181445909,0.8961861391806207,10.532153897668694,,,,11.692740998710772,0.0
S3-severe,0.5,523,c,0,15,1,0,0,-2.0998557403504177,1.897551215190866,0.5051308428706631,0.4611506883157413,11.841543877374598,0.412697575534562,11.032671492819858,12.650416261929337,11.692740998710772,1.0
S3-severe,0.5,536,a,0,15,1,0,0,-1.90663091670272,1.5851850709201862,0.6289728289732707,0.4252561874724923,12.37841339189919,,,,11.692740998710772,
S3-severe,0.5,536,b,0,15,1,0,0,-2.086861301612682,1.0857822485009436,0.5757678072960462,0.4700044464673679,11.595212653441347,,,,11.692740998710772,0.0
