combo,rep,scheme,ok,log_xi,log_xi_true,a0,a1,lam,q
0,21,c,1,9.387275329525997,9.672761633543844,-1.5868100407607308,1.4088313350695425,0.6485544657475196,0.4033643321341437
0,22,b,1,8.860630681206915,9.672761633543844,1.2345521906116037,0.32589736019045323,482.62025938365605,0.11338279145097876
0,22,c,1,9.580325203232032,9.672761633543844,-1.1556830788619843,1.2837214126388181,1.41411491051887,0.3497817306808036
0,23,b,1,11.624045990611585,9.672761633543844,-5.268374876459404,4.86413695136563,0.0040178887090943464,0.6484852537565013
0,23,c,1,10.348185567915554,9.672761633543844,-1.4172847692485018,1.784939786045932,1.202432271465831,0.3508175184583002
0,28,b,1,8.465474212393897,9.672761633543844,0.5102777278856551,0.3826215082971375,52.67789049491483,0.2007365638367475
0,28,c,1,9.293071376669456,9.672761633543844,-1.9042899740240946,1.4147099607984255,0.29762661298569093,0.44079078420298246
0,29,b,1,10.605874105752806,9.672761633543844,-6.8524352602826175,4.811972275191229,0.00012340980411101426,0.8595677397041784
0,29,c,1,9.273735044570865,9.672761633543844,-1.5163127032629018,1.2671778547175354,0.737286334358023,0.40062999751764317
0,30,b,1,9.377349722061952,9.672761633543844,-1.8956137780280626,1.4304251264042258,0.3475793371985963,0.43668834988459665
0,30,c,1,9.770731753963796,9.672761633543844,-2.3552760592112274,1.957849422858949,0.15443383200789315,0.4667069079362576
0,31,b,1,8.68655871608137,9.672761633543844,-1.4136182311224181,0.8536136750230227,0.7334729926239493,0.414566428725073
0,31,c,1,9.442463462329458,9.672761633543844,-2.5522379709250567,1.7100104997126682,0.15837979775902505,0.5057482242608542
0,0,b,1,10.95741024200403,9.672761633543844,-6.83994676126729,5.107194190216418,0.0001234098041241223,0.8308071071674537
0,0,c,1,9.863588884140194,9.672761633543844,-1.8384659531496803,1.699021335231204,0.6049558515231828,0.4114320777529376
0,1,b,1,10.095125302110736,9.672761633543844,-3.9707163670287176,2.7350536851142326,0.010002838106418973,0.6138506048779248
0,1,c,1,10.349325514469484,9.672761633543844,-2.0435614346328697,2.071736099089561,0.3930658505138697,0.41185474634142355
0,2,b,1,10.71022995601327,9.672761633543844,-1.6123553535769137,2.085290706695644,0.703401678613864,0.35653926939970126
0,2,c,1,9.994043830743376,9.672761633543844,-1.3110473053116345,1.6064405693775512,0.9302327631434726,0.3502523409630531
0,3,b,1,8.837696986215224,9.672761633543844,-5.823368485136735,1.8119349938295493,0.00012340980413173757,0.907262387411724
0,3,c,1,8.794312386882178,9.672761633543844,-2.595560509016225,1.080357015489053,0.09075778507008525,0.5455604044942826
0,12,b,1,12.867832869529657,9.672761633543844,-8.781366716567362,9.092294191910991,0.00012340980430680827,0.8609335918178327
0,12,c,1,9.705786584886637,9.672761633543844,-2.3663778425387543,1.9524713517343084,0.1604295174823063,0.4712726415984083
0,13,b,1,11.374823268062142,9.672761633543844,-6.44901427585717,5.42293485017076,0.000830022467036123,0.7674268882722678
0,13,c,1,9.683291055089441,9.672761633543844,-2.399251930496524,1.8389593784120102,0.17988979104012912,0.4766063390998215
0,14,b,1,9.997075867502616,9.672761633543844,-0.8403747500772378,1.2491555590010557,8.012100843803328,0.3082084527218033
0,14,c,1,10.038546822216494,9.672761633543844,-1.9178346435088507,1.6943875488633588,0.6309633041031413,0.4129559231105863
0,15,b,1,9.753723618623676,9.672761633543844,0.18418596019965547,0.9165970268581386,31.819573439963523,0.20833608483056407
0,15,c,1,9.84981205351763,9.672761633543844,-1.2428202952673808,1.5181479760534802,1.1241560134902,0.34875405698876294
0,40,b,1,10.275250931722802,9.672761633543844,0.6165366804821544,0.8075248796581875,153.9881663212468,0.15820131993370348
0,40,c,1,9.5681490948948,9.672761633543844,-1.2474389440895601,1.2850745706720001,1.4500665841886282,0.3609259029558693
0,41,b,1,9.720710075338207,9.672761633543844,-2.188023720826477,1.802584136664443,0.22910981865207822,0.4521995190252677
0,41,c,1,9.467242216735643,9.672761633543844,-1.8935615940661084,1.5276003555848343,0.346203366030348,0.432281132129841
0,42,b,1,9.34311001855664,9.672761633543844,1.5144601536838873,0.28197722047880186,2760.3064922157378,0.08059984675572669
0,42,c,1,9.927384888637588,9.672761633543844,-1.8996432097598261,1.761046538168296,0.4545252384780314,0.41423987391639616
0,43,b,1,10.080214057286753,9.672761633543844,-2.0682109704034795,1.9110332295654753,0.41573402147601046,0.42572141201582636
0,43,c,1,9.731459210237132,9.672761633543844,-1.2840617858994157,1.4365288737041801,1.2706775962118328,0.35833621234542273
0,32,b,1,10.143359270826515,9.672761633543844,-3.6371018327533333,2.5037175354868912,0.031820846032020046,0.5796779069220223
0,32,c,1,9.442291754792322,9.672761633543844,-1.8479091405996462,1.3066288724970705,0.553378667559581,0.43047609442989354
0,33,b,1,10.324864767591011,9.672761633543844,-6.597547649850004,4.137479580738343,0.00012340980424246814,0.8571917655814979
0,33,c,1,10.09939173570501,9.672761633543844,-1.7561572101936607,1.8428625557061802,0.777439959318847,0.39402201997652403
0,34,b,1,8.909711537034864,9.672761633543844,-5.64490868100115,2.0047481797171516,0.00012340980413405494,0.8775376252177847
0,34,c,1,9.645270201311188,9.672761633543844,-3.1781006437263715,2.118203961659401,0.055604717691436496,0.5608028631581591
0,35,b,1,10.854948940563117,9.672761633543844,-7.342079892421582,5.060454484203087,0.00012340980416805877,0.8863272476353813
0,35,c,1,9.643624430170995,9.672761633543844,-2.0376543131810876,1.646712124923079,0.32009387869519146,0.4403857162947789
0,4,b,1,9.3470926211255,9.672761633543844,0.06746079825210602,0.7267166869859197,39.65939942277822,0.2317613399438739
0,4,c,1,9.598659432828729,9.672761633543844,-2.6174790078093575,1.7838330254786143,0.10249530116211077,0.5029563182176972
0,5,b,1,10.791941944064497,9.672761633543844,-7.043533055947157,5.107567282863077,0.00012340982202927464,0.8630764229865636
0,5,c,1,9.66041693044155,9.672761633543844,-1.2382804458091101,1.3455542657405568,1.4197888971006039,0.35633166859038595
0,6,b,1,9.269231786444628,9.672761633543844,1.4346933674416862,0.280196222115779,2576.4013844751616,0.09001532695681756
0,6,c,1,9.84919495372016,9.672761633543844,-2.2241578400685813,1.807314009961035,0.2900950616812164,0.45134488193879496
0,7,b,1,9.588263713306029,9.672761633543844,-2.13354938819743,1.6630453546297606,0.22001159230338796,0.45199711357305794
0,7,c,1,9.931684124420526,9.672761633543844,-1.829068079804729,1.7461422759801528,0.526962104595214,0.40698486706277265
0,16,b,1,8.975905371739472,9.672761633543844,-0.03030859654626493,0.7073927303057929,14.683855175349422,0.24848047881268337
0,16,c,1,9.4650954912316,9.672761633543844,-1.2793366545031395,1.312359573401442,1.2297411640362284,0.3676971929137901
0,17,b,1,8.607004124481442,9.672761633543844,1.756471396697485,0.12134023395425547,8103.079169697802,0.06042040566117693
0,17,c,1,9.642249806777944,9.672761633543844,-1.839067986675032,1.544793044244176,0.4506533044637039,0.4195829680611753
0,18,b,1,10.418727700414053,9.672761633543844,1.29872730040375,0.5112339629505748,1133.3828837747355,0.09211750724319165
0,18,c,1,9.685600138534017,9.672761633543844,-1.2675370805236599,1.3345696880977622,1.2649816663165376,0.35813222517032656
0,19,b,1,10.24245195952736,9.672761633543844,-6.7616209223291595,4.339008802075155,0.00012340980441148775,0.8808426314974983
0,19,c,1,9.38522009671139,9.672761633543844,-1.8698183566869537,1.5100587969693393,0.31608228600880545,0.43273812943965306
0,36,b,1,10.242383699809162,9.672761633543844,-1.3226345391173249,1.7073476188994978,2.4226702295098086,0.3471714146241135
0,36,c,1,9.946857283466013,9.672761633543844,-2.3256867987286713,1.935752956816399,0.24132599413981437,0.4571978177964851
0,37,b,1,10.196060586063613,9.672761633543844,-7.226734426213918,3.9561945952231414,0.0001234098041088819,0.9320073032733224
0,37,c,1,9.581262245121458,9.672761633543844,-2.9098788686269303,1.749455808401502,0.07910163339710348,0.5358353281309255
0,38,b,1,9.392899433324773,9.672761633543844,1.660486162292614,0.22604702065326912,8103.0839199273505,0.06583805795945159
0,38,c,1,9.755634337144523,9.672761633543844,-1.8282062189726611,1.6531094517993743,0.5236670957289388,0.41420418247231644
